Gene	Transcript_ID	Protein_ID	Length
CYP4F3	ENST00000585846.1	ENSP00000468105.1	520
DRC1	ENST00000288710.7	ENSP00000288710.2	740
DYNLT4	ENST00000339355.3	ENSP00000341803.2	221
DYNLT4	ENST00000675259.1	ENSP00000501642.1	221
F5	ENST00000367797.9	ENSP00000356771.3	2224
F5	ENST00000367796.3	ENSP00000356770.3	2229
GCM1	ENST00000259803.8	ENSP00000259803.7	436
IL1RAP	ENST00000072516.7	ENSP00000072516.3	570
IL1RAP	ENST00000439062.6	ENSP00000401132.1	570
IL1RAP	ENST00000447382.6	ENSP00000390541.1	570
IL1RAP	ENST00000317757.8	ENSP00000314807.3	687
IL1RAP	ENST00000422625.5	ENSP00000389149.1	113
IL1RAP	ENST00000422485.5	ENSP00000409352.1	356
IL1RAP	ENST00000434491.5	ENSP00000391899.1	215
IL1RAP	ENST00000422940.5	ENSP00000387371.1	356
IL1RAP	ENST00000453359.5	ENSP00000412008.1	145
IL1RAP	ENST00000412080.1	ENSP00000414102.1	193
KRT26	ENST00000335552.5	ENSP00000334798.4	468
NECAB2	ENST00000305202.9	ENSP00000307449.4	386
NECAB2	ENST00000565691.5	ENSP00000457354.1	303
NECAB2	ENST00000566836.1	ENSP00000455322.1	183
NECAB2	ENST00000564166.1	ENSP00000455713.1	62
NFE2	ENST00000312156.8	ENSP00000312436.4	373
NFE2	ENST00000435572.7	ENSP00000397185.2	373
NFE2	ENST00000540264.2	ENSP00000439120.2	373
NFE2	ENST00000553070.5	ENSP00000447558.1	373
NFE2	ENST00000553198.1	ENSP00000446929.1	343
PLAUR	ENST00000339082.7	ENSP00000342049.2	281
PLAUR	ENST00000593447.5	ENSP00000470050.1	133
PLAUR	ENST00000601723.5	ENSP00000471881.1	286
PLAUR	ENST00000340093.8	ENSP00000339328.3	335
PLAUR	ENST00000221264.8	ENSP00000221264.3	290
PLAUR	ENST00000595038.5	ENSP00000473055.1	154
PLAUR	ENST00000593714.5	ENSP00000471525.1	185
PLAUR	ENST00000599892.5	ENSP00000470029.1	226
PLAUR	ENST00000602141.5	ENSP00000471241.1	152
PLAUR	ENST00000593939.5	ENSP00000472511.1	152
PLAUR	ENST00000599546.1	ENSP00000468863.1	78
SHOC1	ENST00000682961.1	ENSP00000508388.1	1508
SHOC1	ENST00000394777.8	ENSP00000378257.4	1370
SHOC1	ENST00000394779.7	ENSP00000378259.3	1405
SHOC1	ENST00000374287.7	ENSP00000363405.3	1444
SHOC1	ENST00000318737.8	ENSP00000322108.4	1444
SHOC1	ENST00000374283.5	ENSP00000363401.5	488
SHOC1	ENST00000682571.1	ENSP00000507667.1	84
SHOC1	ENST00000683745.1	ENSP00000508033.1	164
SHOC1	ENST00000682672.1	ENSP00000508252.1	126
STX11	ENST00000698355.1	ENSP00000513678.1	287
STX11	ENST00000367568.5	ENSP00000356540.4	287
STX11	ENST00000698356.1	ENSP00000513679.1	287
STX11	ENST00000698357.1	ENSP00000513680.1	287
TMEM272	ENST00000627246.3	ENSP00000490137.2	40
TMEM272	ENST00000629372.3	ENSP00000490718.2	187
TMEM272	ENST00000626362.3	ENSP00000489719.2	60
ADGRG3	ENST00000333493.9	ENSP00000332900.4	549
ADGRG3	ENST00000450388.7	ENSP00000404803.3	429
BST1	ENST00000265016.9	ENSP00000265016.4	318
BST1	ENST00000382346.7	ENSP00000371783.3	333
BST1	ENST00000505785.5	ENSP00000423357.1	186
BST1	ENST00000514445.5	ENSP00000420925.1	155
BST1	ENST00000514989.1	ENSP00000424761.1	97
C19orf38	ENST00000592854.5	ENSP00000468568.1	230
C19orf38	ENST00000397820.5	ENSP00000380920.3	230
CCDC153	ENST00000503566.7	ENSP00000423567.2	210
CCDC153	ENST00000415318.2	ENSP00000445431.1	210
CFAP161	ENST00000560091.5	ENSP00000453414.1	111
CFAP161	ENST00000561216.1	ENSP00000454135.1	105
CFAP161	ENST00000286732.5	ENSP00000286732.4	301
CFAP92	ENST00000511438.5	ENSP00000426217.1	400
CFAP92	ENST00000645291.3	ENSP00000496592.2	1104
CFAP92	ENST00000637488.2	ENSP00000490565.2	298
CFAP92	ENST00000669741.1	ENSP00000499631.1	337
CFAP92	ENST00000265068.9	ENSP00000265068.5	409
CFAP92	ENST00000515659.1	ENSP00000422539.1	297
CLEC7A	ENST00000304084.13	ENSP00000302569.8	247
CLEC7A	ENST00000353231.9	ENSP00000266456.6	201
CLEC7A	ENST00000298523.9	ENSP00000298523.5	143
CLEC7A	ENST00000396484.6	ENSP00000379743.2	168
CLEC7A	ENST00000533022.5	ENSP00000431461.1	189
CLEC7A	ENST00000310002.4	ENSP00000312089.4	77
CLEC7A	ENST00000525605.1	ENSP00000434954.1	136
CRISP3	ENST00000263045.9	ENSP00000263045.4	258
CRISP3	ENST00000433368.6	ENSP00000389026.2	268
CRISP3	ENST00000371159.8	ENSP00000360201.4	276
CRISP3	ENST00000354620.4	ENSP00000346636.4	191
CXCL6	ENST00000515050.1	ENSP00000424819.1	113
CXCL6	ENST00000226317.10	ENSP00000226317.5	114
CYP27A1	ENST00000258415.9	ENSP00000258415.4	531
CYP27A1	ENST00000411688.1	ENSP00000392671.1	221
ENSG00000288623	ENST00000675818.1	ENSP00000502390.1	86
ENSG00000288716	ENST00000684204.1	ENSP00000507017.1	27
FAM3D	ENST00000358781.7	ENSP00000351632.2	224
FAM3D	ENST00000483787.5	ENSP00000417099.1	151
FAM3D	ENST00000489857.5	ENSP00000417453.1	112
FAM3D	ENST00000498347.1	ENSP00000418982.1	102
FYB1	ENST00000512982.4	ENSP00000425845.3	829
FYB1	ENST00000351578.12	ENSP00000316460.7	783
FYB1	ENST00000646045.2	ENSP00000493623.1	839
FYB1	ENST00000515010.5	ENSP00000426346.1	783
FYB1	ENST00000510188.1	ENSP00000426597.1	174
FYB1	ENST00000512138.1	ENSP00000424919.1	114
FYB1	ENST00000506557.5	ENSP00000421988.2	62
FYB1	ENST00000509072.5	ENSP00000423888.1	22
FYB1	ENST00000504542.1	ENSP00000420989.1	1
GCA	ENST00000446271.5	ENSP00000393218.1	146
GCA	ENST00000429691.6	ENSP00000412899.2	87
GCA	ENST00000437150.7	ENSP00000394842.2	217
GCA	ENST00000453113.6	ENSP00000403805.2	132
GCA	ENST00000233612.8	ENSP00000233612.4	198
GCA	ENST00000414723.1	ENSP00000408620.1	146
GP1BB	ENST00000366425.4	ENSP00000383382.2	206
H2BC13	ENST00000377401.4	ENSP00000366618.2	126
HBA2	ENST00000251595.11	ENSP00000251595.6	142
HBA2	ENST00000397806.1	ENSP00000380908.1	110
HBA2	ENST00000484216.1	ENSP00000495899.1	134
IGSF23	ENST00000402988.6	ENSP00000385592.1	192
IGSF23	ENST00000592507.1	ENSP00000465887.1	66
IGSF23	ENST00000428245.5	ENSP00000410629.1	212
IGSF23	ENST00000441389.1	ENSP00000407344.1	138
KCNJ16	ENST00000591891.5	ENSP00000465646.1	35
KCNJ16	ENST00000283936.5	ENSP00000283936.1	418
KCNJ16	ENST00000615244.4	ENSP00000479817.1	418
KCNJ16	ENST00000392671.6	ENSP00000376439.1	418
KCNJ16	ENST00000589377.1	ENSP00000465967.1	418
KCNJ16	ENST00000392670.5	ENSP00000376438.1	418
KCNJ16	ENST00000587698.5	ENSP00000466132.1	64
KCNJ16	ENST00000587892.1	ENSP00000465163.1	35
KCNK7	ENST00000340313.5	ENSP00000344820.5	307
KCNK7	ENST00000342202.8	ENSP00000343923.4	252
KCNK7	ENST00000394216.6	ENSP00000377764.2	257
KCNK7	ENST00000394217.6	ENSP00000377765.2	252
KCNK7	ENST00000530380.1	ENSP00000431950.1	72
KCNK7	ENST00000525254.1	ENSP00000435449.1	28
LILRB2	ENST00000314446.10	ENSP00000319960.5	597
LILRB2	ENST00000391748.5	ENSP00000375628.1	597
LILRB2	ENST00000434421.5	ENSP00000410117.1	482
LILRB2	ENST00000391746.5	ENSP00000375626.1	510
LILRB2	ENST00000391749.4	ENSP00000375629.4	598
LRRK2	ENST00000416796.5	ENSP00000398726.1	521
LRRK2	ENST00000298910.12	ENSP00000298910.7	2527
LRRK2	ENST00000343742.6	ENSP00000341930.2	1271
LRRK2	ENST00000680790.1	ENSP00000505335.1	2442
LRRK2	ENST00000681696.1	ENSP00000505871.1	1052
LRRK2	ENST00000636518.1	ENSP00000490200.1	454
LRRTM4	ENST00000409884.6	ENSP00000387297.1	590
LRRTM4	ENST00000409911.5	ENSP00000387228.1	591
LRRTM4	ENST00000409093.1	ENSP00000386357.1	590
LRRTM4	ENST00000409088.3	ENSP00000386236.3	518
LRRTM4	ENST00000409282.1	ENSP00000386286.1	519
LRRTM4	ENST00000456154.1	ENSP00000408722.1	24
MTHFS	ENST00000258874.4	ENSP00000258874.4	203
MTHFS	ENST00000559722.2	ENSP00000489076.1	232
MYO1F	ENST00000644032.2	ENSP00000494550.1	1098
MYO1F	ENST00000596675.1	ENSP00000469668.1	134
NKX3-1	ENST00000380871.5	ENSP00000370253.4	234
NKX3-1	ENST00000523261.1	ENSP00000429729.1	159
OPRL1	ENST00000336866.7	ENSP00000336843.2	370
OPRL1	ENST00000672146.3	ENSP00000500894.2	399
OPRL1	ENST00000355631.8	ENSP00000347848.4	370
OPRL1	ENST00000349451.3	ENSP00000336764.3	370
OSCAR	ENST00000391761.5	ENSP00000375641.1	271
OSCAR	ENST00000358375.9	ENSP00000351145.4	263
OSCAR	ENST00000356532.7	ENSP00000348927.3	267
OSCAR	ENST00000359649.8	ENSP00000352671.4	286
OSCAR	ENST00000351806.8	ENSP00000304523.5	252
OSCAR	ENST00000611261.4	ENSP00000479089.1	286
OSCAR	ENST00000616215.4	ENSP00000479628.1	271
OSCAR	ENST00000617140.4	ENSP00000484401.1	267
OSCAR	ENST00000284648.10	ENSP00000365808.2	282
OSCAR	ENST00000391760.1	ENSP00000375640.1	161
OTX1	ENST00000366671.7	ENSP00000355631.3	354
OTX1	ENST00000282549.7	ENSP00000282549.2	354
PDZK1IP1	ENST00000294338.7	ENSP00000294338.2	114
PDZK1IP1	ENST00000371885.1	ENSP00000360952.1	114
PELI1	ENST00000358912.5	ENSP00000351789.4	418
PHF24	ENST00000242315.4	ENSP00000242315.3	400
PHOSPHO1	ENST00000310544.9	ENSP00000311925.4	267
PHOSPHO1	ENST00000413580.5	ENSP00000406909.1	292
PHOSPHO1	ENST00000514112.1	ENSP00000427694.1	292
PHOSPHO1	ENST00000511066.5	ENSP00000426095.1	203
PHOSPHO1	ENST00000574638.1	ENSP00000461392.1	86
PHOSPHO1	ENST00000512250.1	ENSP00000427397.1	111
PHOSPHO1	ENST00000503902.1	ENSP00000424406.1	166
PLB1	ENST00000416713.5	ENSP00000407076.1	183
PLB1	ENST00000327757.10	ENSP00000330442.5	1458
PLB1	ENST00000422425.6	ENSP00000416440.2	1447
PLB1	ENST00000404858.5	ENSP00000384187.1	1446
PLB1	ENST00000436544.1	ENSP00000392493.1	510
PLB1	ENST00000436775.1	ENSP00000399712.1	161
PTP4A3	ENST00000520105.5	ENSP00000428758.1	148
PTP4A3	ENST00000523147.5	ENSP00000428725.1	70
PTP4A3	ENST00000521578.6	ENSP00000428976.1	173
PTP4A3	ENST00000329397.6	ENSP00000332274.1	173
PTP4A3	ENST00000349124.3	ENSP00000331730.2	173
PTP4A3	ENST00000680615.1	ENSP00000505068.1	173
PTP4A3	ENST00000681443.1	ENSP00000506615.1	148
PTP4A3	ENST00000524028.1	ENSP00000430332.1	87
RALB	ENST00000447591.5	ENSP00000402866.1	171
RALB	ENST00000420510.5	ENSP00000414224.1	206
RALB	ENST00000272519.10	ENSP00000272519.4	206
RALB	ENST00000631312.2	ENSP00000487037.1	46
RALB	ENST00000412383.5	ENSP00000398162.1	167
RALB	ENST00000449649.1	ENSP00000407062.1	112
RPH3A	ENST00000549736.5	ENSP00000446789.1	39
RPH3A	ENST00000548197.5	ENSP00000446570.1	104
RPH3A	ENST00000547686.5	ENSP00000449705.1	94
RPH3A	ENST00000543106.6	ENSP00000440384.2	694
RPH3A	ENST00000551593.5	ENSP00000446780.1	181
RPH3A	ENST00000546426.5	ENSP00000447639.1	12
RPH3A	ENST00000551748.5	ENSP00000447306.1	94
RPH3A	ENST00000546703.5	ENSP00000446556.1	83
RPH3A	ENST00000547840.5	ENSP00000450382.1	127
RPH3A	ENST00000547728.5	ENSP00000449613.1	163
RPH3A	ENST00000549769.5	ENSP00000447505.1	115
RPH3A	ENST00000552667.5	ENSP00000449650.1	120
RPH3A	ENST00000389385.9	ENSP00000374036.4	694
RPH3A	ENST00000550901.5	ENSP00000448100.1	80
RPH3A	ENST00000551198.5	ENSP00000447083.1	125
RPH3A	ENST00000551052.5	ENSP00000448297.1	690
RPH3A	ENST00000415485.7	ENSP00000405357.3	694
RPH3A	ENST00000553114.5	ENSP00000450216.1	133
RPH3A	ENST00000548866.5	ENSP00000450347.1	645
SLCO4C1	ENST00000310954.7	ENSP00000309741.6	724
SPINK8	ENST00000434006.3	ENSP00000407497.1	97
STX3	ENST00000641815.1	ENSP00000493027.1	258
STX3	ENST00000337979.9	ENSP00000338562.4	289
STX3	ENST00000633708.1	ENSP00000487790.1	287
STX3	ENST00000529177.5	ENSP00000433248.1	277
STX3	ENST00000528805.1	ENSP00000431386.1	204
STX3	ENST00000530221.1	ENSP00000434836.1	76
TMEM252	ENST00000377311.4	ENSP00000366528.4	170
TRPM6	ENST00000361255.7	ENSP00000354962.3	2017
TRPM6	ENST00000449912.6	ENSP00000396672.2	2017
TRPM6	ENST00000360774.6	ENSP00000354006.1	2022
TRPM6	ENST00000359047.2	ENSP00000351942.2	303
ALOX5AP	ENST00000617770.4	ENSP00000479870.1	218
ALOX5AP	ENST00000380490.5	ENSP00000369858.3	161
AP5B1	ENST00000532090.3	ENSP00000454303.1	878
ARG1	ENST00000672233.1	ENSP00000499826.1	304
ARG1	ENST00000356962.2	ENSP00000349446.2	330
ARG1	ENST00000368087.8	ENSP00000357066.3	322
ARG1	ENST00000673427.1	ENSP00000500160.1	237
ARHGAP28	ENST00000383472.9	ENSP00000372964.4	729
ARHGAP28	ENST00000583410.1	ENSP00000464141.1	73
ARHGAP28	ENST00000584387.1	ENSP00000462831.1	137
ARHGAP28	ENST00000532723.5	ENSP00000433390.1	117
ARHGAP28	ENST00000262227.7	ENSP00000262227.3	670
ARHGAP28	ENST00000581099.5	ENSP00000462912.1	111
ARHGAP28	ENST00000419673.6	ENSP00000392660.2	570
ARHGAP28	ENST00000531294.5	ENSP00000437262.1	565
ARHGAP28	ENST00000314319.7	ENSP00000313506.3	570
ARHGAP28	ENST00000532996.5	ENSP00000435990.1	545
ARHGAP28	ENST00000579689.1	ENSP00000463143.1	202
CBS	ENST00000398158.5	ENSP00000381225.1	551
CBS	ENST00000398165.8	ENSP00000381231.4	551
CBS	ENST00000359624.7	ENSP00000352643.3	551
CBS	ENST00000352178.9	ENSP00000344460.5	551
CBS	ENST00000451248.5	ENSP00000402823.1	149
CBS	ENST00000458223.5	ENSP00000408014.1	159
CBS	ENST00000430013.1	ENSP00000405929.1	224
CBS	ENST00000441030.5	ENSP00000388235.1	177
CEACAM4	ENST00000221954.7	ENSP00000221954.2	244
CEACAM4	ENST00000600925.1	ENSP00000473018.1	254
CLDN10	ENST00000376873.7	ENSP00000366069.2	226
CLDN10	ENST00000299339.3	ENSP00000299339.2	228
CLDN10	ENST00000376855.1	ENSP00000366051.1	73
CLXN	ENST00000523008.5	ENSP00000429644.1	78
CLXN	ENST00000433756.1	ENSP00000400873.1	159
CLXN	ENST00000262103.8	ENSP00000262103.3	211
CLXN	ENST00000522254.5	ENSP00000430940.1	129
CLXN	ENST00000523092.5	ENSP00000430765.1	159
ENSG00000265118	ENST00000578584.5	ENSP00000463981.2	171
ENSG00000265118	ENST00000584948.1	ENSP00000463745.1	117
EXOC6	ENST00000671701.1	ENSP00000500529.1	799
EXOC6	ENST00000672817.1	ENSP00000500468.1	799
EXOC6	ENST00000371552.8	ENSP00000360607.4	799
EXOC6	ENST00000443748.6	ENSP00000396206.2	701
EXOC6	ENST00000371543.5	ENSP00000360598.1	153
EXOC6	ENST00000260762.10	ENSP00000260762.6	804
EXOC6	ENST00000458552.1	ENSP00000398982.1	72
FOLR3	ENST00000622388.4	ENSP00000481833.1	178
FOLR3	ENST00000611028.3	ENSP00000481114.1	245
FOLR3	ENST00000546166.1	ENSP00000446279.1	74
H4C2	ENST00000377745.5	ENSP00000366974.2	103
HBA1	ENST00000320868.9	ENSP00000322421.5	142
HBA1	ENST00000397797.1	ENSP00000380899.1	110
IGSF6	ENST00000268389.6	ENSP00000268389.4	241
IGSF6	ENST00000569602.1	ENSP00000454916.1	120
IL1RN	ENST00000361779.7	ENSP00000354816.3	143
IL1RN	ENST00000259206.9	ENSP00000259206.5	180
IL1RN	ENST00000354115.6	ENSP00000329072.3	159
IL1RN	ENST00000696881.1	ENSP00000512949.1	143
IL1RN	ENST00000696879.1	ENSP00000512947.1	143
IL1RN	ENST00000409930.4	ENSP00000387173.3	177
KIF1B	ENST00000377093.9	ENSP00000366297.4	1153
KIF1B	ENST00000676179.1	ENSP00000502065.1	1816
KIF1B	ENST00000696501.1	ENSP00000512667.1	151
KIF1B	ENST00000263934.10	ENSP00000263934.6	1770
KIF1B	ENST00000696502.1	ENSP00000512668.1	1837
KIF1B	ENST00000696503.1	ENSP00000512669.1	1791
KIF1B	ENST00000696504.1	ENSP00000512670.1	1791
KIF1B	ENST00000377086.5	ENSP00000366290.1	1816
KIF1B	ENST00000377083.5	ENSP00000366287.1	1153
KIF1B	ENST00000377081.5	ENSP00000366284.1	1823
KIF1B	ENST00000620295.2	ENSP00000478500.1	1809
KIF1B	ENST00000622724.3	ENSP00000480063.1	1797
KIF1B	ENST00000635499.1	ENSP00000489057.1	498
KY	ENST00000423778.7	ENSP00000397598.2	661
KY	ENST00000508956.5	ENSP00000421297.1	640
KY	ENST00000503669.1	ENSP00000426777.1	308
LRRC25	ENST00000339007.4	ENSP00000340983.2	305
LRRC25	ENST00000595840.1	ENSP00000472290.1	305
LTF	ENST00000231751.9	ENSP00000231751.4	710
LTF	ENST00000426532.6	ENSP00000405719.2	666
LTF	ENST00000417439.5	ENSP00000405546.1	708
LTF	ENST00000443496.5	ENSP00000397427.1	696
LTF	ENST00000431944.1	ENSP00000395234.1	182
LTF	ENST00000498301.1	ENSP00000508000.1	55
MICAL2	ENST00000532179.5	ENSP00000434209.1	98
MICAL2	ENST00000526065.1	ENSP00000435270.1	88
MICAL2	ENST00000683283.1	ENSP00000507067.1	1124
MICAL2	ENST00000256194.8	ENSP00000256194.4	1124
MICAL2	ENST00000707072.1	ENSP00000516723.1	976
MICAL2	ENST00000530823.1	ENSP00000434957.1	3
MICAL2	ENST00000532420.1	ENSP00000433818.1	88
MICAL2	ENST00000527546.5	ENSP00000433965.1	934
MICAL2	ENST00000524685.5	ENSP00000437229.1	120
MICAL2	ENST00000525119.5	ENSP00000433509.1	134
MICAL2	ENST00000533389.1	ENSP00000433357.1	101
MICAL2	ENST00000675839.1	ENSP00000502351.1	1103
MICAL2	ENST00000528931.5	ENSP00000499778.1	955
MICAL2	ENST00000646065.1	ENSP00000494982.1	1957
MICAL2	ENST00000529028.1	ENSP00000496085.1	130
MICAL2	ENST00000533534.2	ENSP00000432324.2	115
MMP25	ENST00000336577.9	ENSP00000337816.4	562
MNDA	ENST00000368141.5	ENSP00000357123.4	407
MNDA	ENST00000438394.1	ENSP00000406800.1	104
NLRP12	ENST00000324134.11	ENSP00000319377.6	1061
NLRP12	ENST00000391775.7	ENSP00000375655.3	1004
NLRP12	ENST00000345770.9	ENSP00000341428.5	1006
NLRP12	ENST00000391772.1	ENSP00000375652.1	892
NLRP12	ENST00000391773.7	ENSP00000375653.1	1062
NR6A1	ENST00000487099.7	ENSP00000420267.1	480
NR6A1	ENST00000373584.7	ENSP00000362686.3	476
NR6A1	ENST00000416460.6	ENSP00000413701.2	475
NR6A1	ENST00000344523.8	ENSP00000341135.4	479
NR6A1	ENST00000475178.1	ENSP00000420587.1	232
NTNG2	ENST00000393229.4	ENSP00000376921.3	530
PANX2	ENST00000159647.9	ENSP00000159647.5	643
PANX2	ENST00000395842.3	ENSP00000379183.2	677
PI3	ENST00000243924.4	ENSP00000243924.3	117
RASGRP4	ENST00000586305.5	ENSP00000467604.1	659
RASGRP4	ENST00000615439.5	ENSP00000479844.1	673
RASGRP4	ENST00000454404.6	ENSP00000416463.2	639
RASGRP4	ENST00000587753.5	ENSP00000468483.1	604
RASGRP4	ENST00000614135.4	ENSP00000479078.1	581
RASGRP4	ENST00000617966.4	ENSP00000479888.1	576
RASGRP4	ENST00000622174.4	ENSP00000484345.1	484
RASGRP4	ENST00000587738.2	ENSP00000465772.1	673
RHD	ENST00000648012.1	ENSP00000498055.1	345
RHD	ENST00000622561.4	ENSP00000478087.1	431
RHD	ENST00000454452.6	ENSP00000413849.2	321
RHD	ENST00000328664.9	ENSP00000331871.4	417
RHD	ENST00000342055.9	ENSP00000339577.5	493
RHD	ENST00000357542.8	ENSP00000350150.4	396
RHD	ENST00000417538.6	ENSP00000396420.2	378
RHD	ENST00000423810.6	ENSP00000399640.2	431
RHD	ENST00000568195.5	ENSP00000456966.1	463
RRP12	ENST00000370992.9	ENSP00000360031.4	1297
RRP12	ENST00000536831.5	ENSP00000446184.2	1297
RRP12	ENST00000315563.10	ENSP00000324315.6	1197
RRP12	ENST00000414986.5	ENSP00000414863.1	1236
RRP12	ENST00000487612.1	ENSP00000483365.1	106
RRP12	ENST00000618765.1	ENSP00000484474.1	176
RRP12	ENST00000439965.6	ENSP00000401102.3	64
RRP12	ENST00000622320.4	ENSP00000482139.1	32
SEZ6	ENST00000360295.13	ENSP00000353440.9	993
SEZ6	ENST00000540632.6	ENSP00000437650.2	919
SEZ6	ENST00000317338.17	ENSP00000312942.11	994
SEZ6	ENST00000535262.1	ENSP00000440216.1	101
SEZ6	ENST00000442608.7	ENSP00000403784.3	980
SEZ6	ENST00000539265.1	ENSP00000443589.1	131
SEZ6	ENST00000585644.1	ENSP00000466107.1	56
SLC31A2	ENST00000259392.8	ENSP00000259392.3	143
SLC8A1	ENST00000332839.9	ENSP00000332931.4	973
SLC8A1	ENST00000417271.2	ENSP00000412560.2	945
SLC8A1	ENST00000406785.7	ENSP00000383886.1	937
SLC8A1	ENST00000705281.1	ENSP00000516109.1	961
SLC8A1	ENST00000705604.1	ENSP00000516142.1	960
SLC8A1	ENST00000705282.1	ENSP00000516110.1	944
SLC8A1	ENST00000705605.1	ENSP00000516143.1	938
SLC8A1	ENST00000705603.1	ENSP00000516141.1	961
SLC8A1	ENST00000403092.5	ENSP00000384763.1	973
SLC8A1	ENST00000405901.7	ENSP00000385678.3	968
SLC8A1	ENST00000402441.5	ENSP00000385188.1	937
SLC8A1	ENST00000405269.5	ENSP00000385535.1	937
SLC8A1	ENST00000406391.2	ENSP00000385811.2	937
SLC8A1	ENST00000408028.6	ENSP00000384908.2	965
SLC8A1	ENST00000705283.1	ENSP00000516111.1	117
SLC8A1	ENST00000705225.1	ENSP00000516091.1	117
SLC8A1	ENST00000455476.5	ENSP00000389330.1	87
SLC8A1	ENST00000448531.1	ENSP00000398575.1	87
TKT	ENST00000462138.6	ENSP00000417773.1	623
TKT	ENST00000423525.6	ENSP00000405455.2	623
TKT	ENST00000423516.5	ENSP00000391481.1	631
TMEM121B	ENST00000331437.4	ENSP00000329318.3	578
TMEM121B	ENST00000399875.1	ENSP00000382764.1	223
TMOD2	ENST00000539962.6	ENSP00000437743.2	307
TMOD2	ENST00000249700.9	ENSP00000249700.4	351
TMOD2	ENST00000435126.6	ENSP00000404590.2	315
VDR	ENST00000549336.6	ENSP00000449573.2	427
VDR	ENST00000395324.6	ENSP00000378734.2	427
VDR	ENST00000229022.9	ENSP00000229022.5	494
VDR	ENST00000550325.5	ENSP00000447173.1	477
VDR	ENST00000546653.5	ENSP00000448659.1	250
VDR	ENST00000550314.5	ENSP00000449561.1	106
VDR	ENST00000548664.1	ENSP00000450105.1	101
AATK	ENST00000417379.6	ENSP00000398796.1	1271
AATK	ENST00000326724.9	ENSP00000324196.4	1374
AATK	ENST00000650574.1	ENSP00000497499.1	272
AATK	ENST00000572339.5	ENSP00000497211.1	102
AATK	ENST00000575363.1	ENSP00000460202.1	116
ABCA1	ENST00000374736.8	ENSP00000363868.3	2261
ABCA1	ENST00000678995.1	ENSP00000504612.1	2263
ABCA1	ENST00000423487.6	ENSP00000416623.2	363
ABCA1	ENST00000374733.1	ENSP00000363865.1	123
ABCG1	ENST00000398457.6	ENSP00000381475.2	668
ABCG1	ENST00000347800.6	ENSP00000291524.4	663
ABCG1	ENST00000450121.5	ENSP00000414541.1	257
ABCG1	ENST00000361802.6	ENSP00000354995.2	678
ABCG1	ENST00000398449.8	ENSP00000381467.3	666
ABCG1	ENST00000343687.7	ENSP00000339744.3	677
ABCG1	ENST00000398437.1	ENSP00000381464.1	824
ABHD2	ENST00000569411.5	ENSP00000457882.1	131
ABHD2	ENST00000569550.5	ENSP00000454645.1	55
ABHD2	ENST00000565066.5	ENSP00000454531.1	123
ABHD2	ENST00000565973.5	ENSP00000455639.1	425
ABHD2	ENST00000352732.10	ENSP00000268129.5	425
ABHD5	ENST00000456453.5	ENSP00000391582.1	126
ABHD5	ENST00000458276.7	ENSP00000390849.3	278
ABHD5	ENST00000644371.2	ENSP00000495778.1	349
ABHD5	ENST00000454293.2	ENSP00000412014.2	308
ABHD5	ENST00000642351.1	ENSP00000494478.1	308
ABHD5	ENST00000413300.2	ENSP00000392159.2	155
ABHD5	ENST00000463153.2	ENSP00000495570.1	92
ABTB1	ENST00000232744.13	ENSP00000232744.8	478
ABTB1	ENST00000453791.6	ENSP00000412684.2	336
ABTB1	ENST00000468137.5	ENSP00000417366.1	336
ACAP2	ENST00000326793.11	ENSP00000324287.6	778
ACAP2	ENST00000466876.2	ENSP00000500381.1	215
ACAP2	ENST00000450200.2	ENSP00000412338.2	808
ACAP2	ENST00000635383.1	ENSP00000489156.1	547
ACAP2	ENST00000439758.3	ENSP00000413388.1	256
ACAP2	ENST00000439666.1	ENSP00000411336.1	51
ACOX1	ENST00000293217.10	ENSP00000293217.4	660
ACOX1	ENST00000301608.9	ENSP00000301608.4	660
ACOX1	ENST00000588968.5	ENSP00000468651.1	153
ACOX1	ENST00000587927.5	ENSP00000466921.1	132
ACOX1	ENST00000588176.5	ENSP00000466210.1	156
ACOX1	ENST00000576743.1	ENSP00000461486.1	108
ACSL1	ENST00000706366.1	ENSP00000516351.1	698
ACSL1	ENST00000281455.7	ENSP00000281455.2	698
ACSL1	ENST00000454703.6	ENSP00000407165.2	527
ACSL1	ENST00000515030.5	ENSP00000422607.1	698
ACSL1	ENST00000503407.6	ENSP00000425098.2	688
ACSL1	ENST00000706367.1	ENSP00000516352.1	698
ACSL1	ENST00000706368.1	ENSP00000516353.1	698
ACSL1	ENST00000505492.2	ENSP00000425640.2	672
ACSL1	ENST00000706369.1	ENSP00000516354.1	698
ACSL1	ENST00000706370.1	ENSP00000516355.1	659
ACSL1	ENST00000507295.5	ENSP00000426244.1	664
ACSL1	ENST00000504342.5	ENSP00000425006.1	698
ACSL1	ENST00000513317.5	ENSP00000426150.1	698
ACSL1	ENST00000504900.5	ENSP00000424935.1	388
ACSS3	ENST00000549175.1	ENSP00000447748.1	93
ACSS3	ENST00000261206.7	ENSP00000261206.3	685
ACSS3	ENST00000548058.6	ENSP00000449535.1	686
ACTN1	ENST00000394419.9	ENSP00000377941.4	914
ACTN1	ENST00000684639.1	ENSP00000507653.1	874
ACTN1	ENST00000683198.1	ENSP00000507889.1	922
ACTN1	ENST00000684182.1	ENSP00000508177.1	827
ACTN1	ENST00000683225.1	ENSP00000506977.1	822
